,year_film,year_ceremony,ceremony,category,name,film,winner,tmdb_id
0,1943,1944,16,ACTOR,Humphrey Bogart,Casablanca,False,289.0
1,1943,1944,16,ACTOR,Gary Cooper,For Whom the Bell Tolls,False,27854.0
2,1943,1944,16,ACTOR,Paul Lukas,Watch on the Rhine,True,68440.0
3,1943,1944,16,ACTOR,Walter Pidgeon,Madame Curie,False,37631.0
4,1943,1944,16,ACTOR,Mickey Rooney,The Human Comedy,False,48993.0
5,1943,1944,16,ACTOR IN A SUPPORTING ROLE,Charles Bickford,The Song of Bernadette,False,43516.0
6,1943,1944,16,ACTOR IN A SUPPORTING ROLE,Charles Coburn,The More the Merrier,True,80616.0
7,1943,1944,16,ACTOR IN A SUPPORTING ROLE,J. Carrol Naish,Sahara,False,18783.0
8,1943,1944,16,ACTOR IN A SUPPORTING ROLE,Claude Rains,Casablanca,False,289.0
9,1943,1944,16,ACTOR IN A SUPPORTING ROLE,Akim Tamiroff,For Whom the Bell Tolls,False,27854.0
10,1943,1944,16,ACTRESS,Jean Arthur,The More the Merrier,False,80616.0
11,1943,1944,16,ACTRESS,Ingrid Bergman,For Whom the Bell Tolls,False,27854.0
12,1943,1944,16,ACTRESS,Joan Fontaine,The Constant Nymph,False,85677.0
13,1943,1944,16,ACTRESS,Greer Garson,Madame Curie,False,37631.0
14,1943,1944,16,ACTRESS,Jennifer Jones,The Song of Bernadette,True,43516.0
15,1943,1944,16,ACTRESS IN A SUPPORTING ROLE,Gladys Cooper,The Song of Bernadette,False,43516.0
16,1943,1944,16,ACTRESS IN A SUPPORTING ROLE,Paulette Goddard,So Proudly We Hail!,False,150778.0
17,1943,1944,16,ACTRESS IN A SUPPORTING ROLE,Katina Paxinou,For Whom the Bell Tolls,True,27854.0
18,1943,1944,16,ACTRESS IN A SUPPORTING ROLE,Anne Revere,The Song of Bernadette,False,43516.0
19,1943,1944,16,ACTRESS IN A SUPPORTING ROLE,Lucile Watson,Watch on the Rhine,False,68440.0
20,1943,1944,16,BEST PRODUCTION DESIGN,"Art Direction:  Hans Dreier, Ernst Fegte;  Interior Decoration:  Bertram Granger",Five Graves to Cairo,False,60216.0
21,1943,1944,16,BEST PRODUCTION DESIGN,"Art Direction:  Albert S. D'Agostino, Carroll Clark;  Interior Decoration:  Darrell Silvera, Harley Miller",Flight for Freedom,False,162110.0
22,1943,1944,16,BEST PRODUCTION DESIGN,"Art Direction:  Cedric Gibbons, Paul Groesse;  Interior Decoration:  Edwin B. Willis, Hugh Hunt",Madame Curie,False,37631.0
23,1943,1944,16,BEST PRODUCTION DESIGN,Art Direction:  Carl Weyl;  Interior Decoration:  George J. Hopkins,Mission to Moscow,False,161512.0
24,1943,1944,16,BEST PRODUCTION DESIGN,Art Direction:  Perry Ferguson;  Interior Decoration:  Howard Bristol,The North Star,False,48127.0
25,1943,1944,16,BEST PRODUCTION DESIGN,"Art Direction:  James Basevi, William Darling;  Interior Decoration:  Thomas Little",The Song of Bernadette,True,43516.0
26,1943,1944,16,BEST PRODUCTION DESIGN,"Art Direction:  Hans Dreier, Haldane Douglas;  Interior Decoration:  Bertram Granger",For Whom the Bell Tolls,False,27854.0
27,1943,1944,16,BEST PRODUCTION DESIGN,"Art Direction:  James Basevi, Joseph C. Wright;  Interior Decoration:  Thomas Little",The Gang's All Here,False,67967.0
28,1943,1944,16,BEST PRODUCTION DESIGN,"Art Direction:  John B. Goodman, Alexander Golitzen;  Interior Decoration:  Russell A. Gausman, Ira S. Webb",Phantom of the Opera,True,15855.0
29,1943,1944,16,BEST PRODUCTION DESIGN,"Art Direction:  John Hughes, Lt. John Koenig;  Interior Decoration:  George J. Hopkins",This Is the Army,False,43517.0
30,1943,1944,16,BEST PRODUCTION DESIGN,"Art Direction:  Cedric Gibbons, Daniel Cathcart;  Interior Decoration:  Edwin B. Willis, Jacques Mersereau",Thousands Cheer,False,43518.0
31,1943,1944,16,CINEMATOGRAPHY,"James Wong Howe, Elmer Dyer, Charles Marshall",Air Force,False,15807.0
32,1943,1944,16,CINEMATOGRAPHY,Arthur Edeson,Casablanca,False,289.0
33,1943,1944,16,CINEMATOGRAPHY,Tony Gaudio,Corvette K-225,False,177751.0
34,1943,1944,16,CINEMATOGRAPHY,John Seitz,Five Graves to Cairo,False,60216.0
35,1943,1944,16,CINEMATOGRAPHY,Harry Stradling,The Human Comedy,False,48993.0
36,1943,1944,16,CINEMATOGRAPHY,Joseph Ruttenberg,Madame Curie,False,37631.0
37,1943,1944,16,CINEMATOGRAPHY,James Wong Howe,The North Star,False,48127.0
38,1943,1944,16,CINEMATOGRAPHY,Rudolph Maté,Sahara,False,18783.0
39,1943,1944,16,CINEMATOGRAPHY,Charles Lang,So Proudly We Hail!,False,150778.0
40,1943,1944,16,CINEMATOGRAPHY,Arthur Miller,The Song of Bernadette,True,43516.0
41,1943,1944,16,CINEMATOGRAPHY,Ray Rennahan,For Whom the Bell Tolls,False,27854.0
42,1943,1944,16,CINEMATOGRAPHY,Edward Cronjager,Heaven Can Wait,False,18727.0
43,1943,1944,16,CINEMATOGRAPHY,"Charles G. Clarke, Allen Davey","Hello, Frisco, Hello",False,31770.0
44,1943,1944,16,CINEMATOGRAPHY,Leonard Smith,Lassie Come Home,False,2202.0
45,1943,1944,16,CINEMATOGRAPHY,"Hal Mohr, W. Howard Greene",Phantom of the Opera,True,15855.0
46,1943,1944,16,CINEMATOGRAPHY,George Folsey,Thousands Cheer,False,43518.0
47,1943,1944,16,BEST DIRECTOR,Michael Curtiz,Casablanca,True,289.0
48,1943,1944,16,BEST DIRECTOR,Ernst Lubitsch,Heaven Can Wait,False,18727.0
49,1943,1944,16,BEST DIRECTOR,Clarence Brown,The Human Comedy,False,48993.0
50,1943,1944,16,BEST DIRECTOR,George Stevens,The More the Merrier,False,80616.0
51,1943,1944,16,BEST DIRECTOR,Henry King,The Song of Bernadette,False,43516.0
52,1943,1944,16,FILM EDITING,George Amy,Air Force,True,15807.0
53,1943,1944,16,FILM EDITING,Owen Marks,Casablanca,False,289.0
54,1943,1944,16,FILM EDITING,Doane Harrison,Five Graves to Cairo,False,60216.0
55,1943,1944,16,FILM EDITING,"Sherman Todd, John Link",For Whom the Bell Tolls,False,27854.0
56,1943,1944,16,FILM EDITING,Barbara McLean,The Song of Bernadette,False,43516.0
57,1943,1944,16,BEST SCORE,"Frank Skinner, Hans J. Salter",The Amazing Mrs. Holliday,False,45216.0
58,1943,1944,16,BEST SCORE,Max Steiner,Casablanca,False,289.0
59,1943,1944,16,BEST SCORE,"Morris Stoloff, Louis Gruenberg",Commandos Strike at Dawn,False,98482.0
60,1943,1944,16,BEST SCORE,"Roy Webb, C. Bakaleinikoff",The Fallen Sparrow,False,26533.0
61,1943,1944,16,BEST SCORE,Victor Young,For Whom the Bell Tolls,False,27854.0
62,1943,1944,16,BEST SCORE,Hanns Eisler,Hangmen Also Die,False,22178.0
63,1943,1944,16,BEST SCORE,Phil Boutelje,Hi Diddle Diddle,False,90799.0
64,1943,1944,16,BEST SCORE,Walter Scharf,In Old Oklahoma,False,40719.0
65,1943,1944,16,BEST SCORE,Leigh Harline,Johnny Come Lately,False,114186.0
66,1943,1944,16,BEST SCORE,Gerard Carbonara,The Kansan,False,68094.0
67,1943,1944,16,BEST SCORE,Arthur Lange,Lady of Burlesque,False,50001.0
68,1943,1944,16,BEST SCORE,Herbert Stothart,Madame Curie,False,37631.0
69,1943,1944,16,BEST SCORE,Dimitri Tiomkin,The Moon and Sixpence,False,56146.0
70,1943,1944,16,BEST SCORE,Aaron Copland,The North Star,False,48127.0
71,1943,1944,16,BEST SCORE,Alfred Newman,The Song of Bernadette,True,43516.0
72,1943,1944,16,BEST SCORE,"Edward H. Plumb, Paul J. Smith, Oliver G. Wallace",Victory through Air Power,False,22779.0
73,1943,1944,16,BEST SCORE,Alfred Newman,Coney Island,False,69204.0
74,1943,1944,16,BEST SCORE,Walter Scharf,Hit Parade of 1943,False,112492.0
75,1943,1944,16,BEST SCORE,Edward Ward,Phantom of the Opera,False,15855.0
76,1943,1944,16,BEST SCORE,"Charles Wolcott, Edward H. Plumb, Paul J. Smith",Saludos Amigos,False,14906.0
77,1943,1944,16,BEST SCORE,Leigh Harline,The Sky's the Limit,False,43515.0
78,1943,1944,16,BEST SCORE,Morris Stoloff,Something to Shout About,False,120588.0
79,1943,1944,16,BEST SCORE,Frederic E. Rich,Stage Door Canteen,False,38726.0
80,1943,1944,16,BEST SCORE,Robert Emmett Dolan,Star Spangled Rhythm,False,108220.0
81,1943,1944,16,BEST SCORE,Ray Heindorf,This Is the Army,True,43517.0
82,1943,1944,16,BEST SCORE,Herbert Stothart,Thousands Cheer,False,43518.0
83,1943,1944,16,BEST SONG,Music by Jule Styne; Lyrics by Harold Adamson,Hit Parade of 1943,False,112492.0
84,1943,1944,16,BEST SONG,Music by Harold Arlen; Lyrics by E. Y. Harburg,Cabin in the Sky,False,59964.0
85,1943,1944,16,BEST SONG,Music by Harold Arlen; Lyrics by Johnny Mercer,The Sky's the Limit,False,43515.0
86,1943,1944,16,BEST SONG,Music by Charles Wolcott; Lyrics by Ned Washington,Saludos Amigos,False,14906.0
87,1943,1944,16,BEST SONG,Music by Jimmy McHugh; Lyrics by Herb Magidson,Hers to Hold,False,218113.0
88,1943,1944,16,BEST SONG,Music by Harold Arlen; Lyrics by Johnny Mercer,Star Spangled Rhythm,False,108220.0
89,1943,1944,16,BEST SONG,Music by Arthur Schwartz; Lyrics by Frank Loesser,Thank Your Lucky Stars,False,43514.0
90,1943,1944,16,BEST SONG,Music by James Monaco; Lyrics by Al Dubin,Stage Door Canteen,False,38726.0
91,1943,1944,16,BEST SONG,Music and Lyrics by Cole Porter,Something to Shout About,False,120588.0
92,1943,1944,16,BEST SONG,Music by Harry Warren; Lyrics by Mack Gordon,"Hello, Frisco, Hello",True,31770.0
93,1943,1944,16,BEST PICTURE,Warner Bros.,Casablanca,True,289.0
94,1943,1944,16,BEST PICTURE,Paramount,For Whom the Bell Tolls,False,27854.0
95,1943,1944,16,BEST PICTURE,20th Century-Fox,Heaven Can Wait,False,18727.0
96,1943,1944,16,BEST PICTURE,Metro-Goldwyn-Mayer,The Human Comedy,False,48993.0
97,1943,1944,16,BEST PICTURE,Two Cities,In Which We Serve,False,28093.0
98,1943,1944,16,BEST PICTURE,Metro-Goldwyn-Mayer,Madame Curie,False,37631.0
99,1943,1944,16,BEST PICTURE,Columbia,The More the Merrier,False,80616.0
100,1943,1944,16,BEST PICTURE,20th Century-Fox,The Ox-Bow Incident,False,980.0
101,1943,1944,16,BEST PICTURE,20th Century-Fox,The Song of Bernadette,False,43516.0
102,1943,1944,16,BEST PICTURE,Warner Bros.,Watch on the Rhine,False,68440.0
103,1943,1944,16,BEST SOUND,"Sound Service, Inc., Jack Whitney, Sound Director",Hangmen Also Die,False,22178.0
104,1943,1944,16,BEST SOUND,"Republic Studio Sound Department, Daniel J. Bloomberg, Sound Director",In Old Oklahoma,False,40719.0
105,1943,1944,16,BEST SOUND,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",Madame Curie,False,37631.0
106,1943,1944,16,BEST SOUND,"Samuel Goldwyn Studio Sound Department, Thomas T. Moulton, Sound Director",The North Star,False,48127.0
107,1943,1944,16,BEST SOUND,"Universal Studio Sound Department, Bernard B. Brown, Sound Director",Phantom of the Opera,False,15855.0
108,1943,1944,16,BEST SOUND,"Paramount Studio Sound Department, Loren L. Ryder, Sound Director",Riding High,False,218116.0
109,1943,1944,16,BEST SOUND,"Columbia Studio Sound Department, John Livadary, Sound Director",Sahara,False,18783.0
110,1943,1944,16,BEST SOUND,"Walt Disney Studio Sound Department, C. O. Slyfield, Sound Director",Saludos Amigos,False,14906.0
111,1943,1944,16,BEST SOUND,"RCA Sound, J. L. Fields, Sound Director",So This Is Washington,False,94207.0
112,1943,1944,16,BEST SOUND,"20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director",The Song of Bernadette,False,43516.0
113,1943,1944,16,BEST SOUND,"Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director",This Is the Army,False,43517.0
114,1943,1944,16,BEST SOUND,"RKO Radio Studio Sound Department, Stephen Dunn, Sound Director",This Land Is Mine,True,45220.0
115,1943,1944,16,VISUAL EFFECTS,"Photographic Effects by Hans Koenekamp, Rex Wimpy; Sound Effects by Nathan Levinson",Air Force,False,15807.0
116,1943,1944,16,VISUAL EFFECTS,"Photographic Effects by Vernon L. Walker; Sound Effects by James G. Stewart, Roy Granville",Bombardier,False,62749.0
117,1943,1944,16,VISUAL EFFECTS,Photographic Effects by Fred Sersen; Sound Effects by Roger Heman,Crash Dive,True,74012.0
118,1943,1944,16,VISUAL EFFECTS,"Photographic Effects by Clarence Slifer, R. O. Binger; Sound Effects by Thomas T. Moulton",The North Star,False,48127.0
119,1943,1944,16,VISUAL EFFECTS,"Photographic Effects by Gordon Jennings, Farciot Edouart; Sound Effects by George Dutton",So Proudly We Hail!,False,150778.0
120,1943,1944,16,VISUAL EFFECTS,"Photographic Effects by A. Arnold Gillespie, Donald Jahraus; Sound Effects by Michael Steinore",Stand By for Action,False,98399.0
121,1943,1944,16,ORIGINAL SCREENPLAY,Guy Gilpatric,Action in the North Atlantic,False,23051.0
122,1943,1944,16,ORIGINAL SCREENPLAY,Steve Fisher,Destination Tokyo,False,22871.0
123,1943,1944,16,ORIGINAL SCREENPLAY,William Saroyan,The Human Comedy,True,48993.0
124,1943,1944,16,ORIGINAL SCREENPLAY,"Robert Russell, Frank Ross",The More the Merrier,False,80616.0
125,1943,1944,16,ORIGINAL SCREENPLAY,Gordon McDonell,Shadow of a Doubt,False,21734.0
126,1943,1944,16,ORIGINAL SCREENPLAY,Dudley Nichols,Air Force,False,15807.0
127,1943,1944,16,ORIGINAL SCREENPLAY,Noel Coward,In Which We Serve,False,28093.0
128,1943,1944,16,ORIGINAL SCREENPLAY,Lillian Hellman,The North Star,False,48127.0
129,1943,1944,16,ORIGINAL SCREENPLAY,Norman Krasna,Princess O'Rourke,True,33039.0
130,1943,1944,16,ORIGINAL SCREENPLAY,Allan Scott,So Proudly We Hail!,False,150778.0
131,1943,1944,16,ORIGINAL SCREENPLAY,"Julius J. Epstein, Philip G. Epstein, Howard Koch",Casablanca,True,289.0
132,1943,1944,16,ORIGINAL SCREENPLAY,Nunnally Johnson,Holy Matrimony,False,180114.0
133,1943,1944,16,ORIGINAL SCREENPLAY,"Robert Russell, Frank Ross, Richard Flournoy, Lewis R. Foster",The More the Merrier,False,80616.0
134,1943,1944,16,ORIGINAL SCREENPLAY,George Seaton,The Song of Bernadette,False,43516.0
135,1943,1944,16,ORIGINAL SCREENPLAY,Dashiell Hammett,Watch on the Rhine,False,68440.0
136,1943,1944,16,SPECIAL AWARD, George Pal for the development of novel methods and techniques in the production of short subjects known as Puppetoons.,,True,
137,1943,1944,16,SPECIAL AWARD,Hal B. Wallis,,True,
138,1944,1945,17,ACTOR,Charles Boyer,Gaslight,False,13528.0
139,1944,1945,17,ACTOR,Bing Crosby,Going My Way,True,17661.0
140,1944,1945,17,ACTOR,Barry Fitzgerald,Going My Way,False,17661.0
141,1944,1945,17,ACTOR,Cary Grant,None but the Lonely Heart,False,52362.0
142,1944,1945,17,ACTOR,Alexander Knox,Wilson,False,84084.0
143,1944,1945,17,ACTOR IN A SUPPORTING ROLE,Hume Cronyn,The Seventh Cross,False,85574.0
144,1944,1945,17,ACTOR IN A SUPPORTING ROLE,Barry Fitzgerald,Going My Way,True,17661.0
145,1944,1945,17,ACTOR IN A SUPPORTING ROLE,Claude Rains,Mr. Skeffington,False,43307.0
146,1944,1945,17,ACTOR IN A SUPPORTING ROLE,Clifton Webb,Laura,False,1939.0
147,1944,1945,17,ACTOR IN A SUPPORTING ROLE,Monty Woolley,Since You Went Away,False,42401.0
148,1944,1945,17,ACTRESS,Ingrid Bergman,Gaslight,True,13528.0
149,1944,1945,17,ACTRESS,Claudette Colbert,Since You Went Away,False,42401.0
150,1944,1945,17,ACTRESS,Bette Davis,Mr. Skeffington,False,43307.0
151,1944,1945,17,ACTRESS,Greer Garson,Mrs. Parkington,False,50066.0
152,1944,1945,17,ACTRESS,Barbara Stanwyck,Double Indemnity,False,996.0
153,1944,1945,17,ACTRESS IN A SUPPORTING ROLE,Ethel Barrymore,None but the Lonely Heart,True,52362.0
154,1944,1945,17,ACTRESS IN A SUPPORTING ROLE,Jennifer Jones,Since You Went Away,False,42401.0
155,1944,1945,17,ACTRESS IN A SUPPORTING ROLE,Angela Lansbury,Gaslight,False,13528.0
156,1944,1945,17,ACTRESS IN A SUPPORTING ROLE,Aline MacMahon,Dragon Seed,False,123665.0
157,1944,1945,17,ACTRESS IN A SUPPORTING ROLE,Agnes Moorehead,Mrs. Parkington,False,50066.0
158,1944,1945,17,BEST PRODUCTION DESIGN,"Art Direction:  Lionel Banks, Walter Holscher;  Interior Decoration:  Joseph Kish",Address Unknown,False,126759.0
159,1944,1945,17,BEST PRODUCTION DESIGN,Art Direction:  John J. Hughes;  Interior Decoration:  Fred MacLean,The Adventures of Mark Twain,False,120747.0
160,1944,1945,17,BEST PRODUCTION DESIGN,Art Direction:  Perry Ferguson;  Interior Decoration:  Julia Heron,Casanova Brown,False,81751.0
161,1944,1945,17,BEST PRODUCTION DESIGN,"Art Direction:  Cedric Gibbons, William Ferrari;  Interior Decoration:  Edwin B. Willis, Paul Huldschinsky",Gaslight,True,13528.0
162,1944,1945,17,BEST PRODUCTION DESIGN,"Art Direction:  Lyle Wheeler, Leland Fuller;  Interior Decoration:  Thomas Little",Laura,False,1939.0
163,1944,1945,17,BEST PRODUCTION DESIGN,"Art Direction:  Hans Dreier, Robert Usher;  Interior Decoration:  Sam Comer",No Time for Love,False,32120.0
164,1944,1945,17,BEST PRODUCTION DESIGN,Art Direction:  Mark-Lee Kirk;  Interior Decoration:  Victor A. Gangelin,Since You Went Away,False,42401.0
165,1944,1945,17,BEST PRODUCTION DESIGN,Song of the Open Road,Song of the Open Road,False,218098.0
166,1944,1945,17,BEST PRODUCTION DESIGN,"Art Direction:  Albert S. D'Agostino, Carroll Clark;  Interior Decoration:  Darrell Silvera, Claude Carpenter",Step Lively,False,43503.0
167,1944,1945,17,BEST PRODUCTION DESIGN,"Art Direction:  John B. Goodman, Alexander Golitzen;  Interior Decoration:  Russell A. Gausman, Ira S. Webb",The Climax,False,39407.0
168,1944,1945,17,BEST PRODUCTION DESIGN,"Art Direction:  Lionel Banks, Cary Odell;  Interior Decoration:  Fay Babcock",Cover Girl,False,21622.0
169,1944,1945,17,BEST PRODUCTION DESIGN,Art Direction:  Charles Novi;  Interior Decoration:  Jack McConaghy,The Desert Song,False,174150.0
170,1944,1945,17,BEST PRODUCTION DESIGN,"Art Direction:  Cedric Gibbons, Daniel B. Cathcart;  Interior Decoration:  Edwin B. Willis, Richard Pefferle",Kismet,False,43501.0
171,1944,1945,17,BEST PRODUCTION DESIGN,"Art Direction:  Hans Dreier, Raoul Pene du Bois;  Interior Decoration:  Ray Moyer",Lady in the Dark,False,120801.0
172,1944,1945,17,BEST PRODUCTION DESIGN,Art Direction:  Ernst Fegte;  Interior Decoration:  Howard Bristol,The Princess and the Pirate,False,30506.0
173,1944,1945,17,BEST PRODUCTION DESIGN,Art Direction:  Wiard Ihnen;  Interior Decoration:  Thomas Little,Wilson,True,84084.0
174,1944,1945,17,CINEMATOGRAPHY,John Seitz,Double Indemnity,False,996.0
175,1944,1945,17,CINEMATOGRAPHY,Sidney Wagner,Dragon Seed,False,123665.0
176,1944,1945,17,CINEMATOGRAPHY,Joseph Ruttenberg,Gaslight,False,13528.0
177,1944,1945,17,CINEMATOGRAPHY,Lionel Lindon,Going My Way,False,17661.0
178,1944,1945,17,CINEMATOGRAPHY,Joseph LaShelle,Laura,True,1939.0
179,1944,1945,17,CINEMATOGRAPHY,Glen MacWilliams,Lifeboat,False,13321.0
180,1944,1945,17,CINEMATOGRAPHY,"Stanley Cortez, Lee Garmes",Since You Went Away,False,42401.0
181,1944,1945,17,CINEMATOGRAPHY,"Robert Surtees, Harold Rosson",Thirty Seconds over Tokyo,False,18770.0
182,1944,1945,17,CINEMATOGRAPHY,Charles Lang,The Uninvited,False,16373.0
183,1944,1945,17,CINEMATOGRAPHY,George Folsey,The White Cliffs of Dover,False,52440.0
184,1944,1945,17,CINEMATOGRAPHY,"Rudolph Maté, Allen M. Davey",Cover Girl,False,21622.0
185,1944,1945,17,CINEMATOGRAPHY,Edward Cronjager,Home in Indiana,False,218105.0
186,1944,1945,17,CINEMATOGRAPHY,Charles Rosher,Kismet,False,43501.0
187,1944,1945,17,CINEMATOGRAPHY,Ray Rennahan,Lady in the Dark,False,120801.0
188,1944,1945,17,CINEMATOGRAPHY,George Folsey,Meet Me in St. Louis,False,909.0
189,1944,1945,17,CINEMATOGRAPHY,Leon Shamroy,Wilson,True,84084.0
190,1944,1945,17,BEST DIRECTOR,Billy Wilder,Double Indemnity,False,996.0
191,1944,1945,17,BEST DIRECTOR,Leo McCarey,Going My Way,True,17661.0
192,1944,1945,17,BEST DIRECTOR,Otto Preminger,Laura,False,1939.0
193,1944,1945,17,BEST DIRECTOR,Alfred Hitchcock,Lifeboat,False,13321.0
194,1944,1945,17,BEST DIRECTOR,Henry King,Wilson,False,84084.0
195,1944,1945,17,FILM EDITING,Leroy Stone,Going My Way,False,17661.0
196,1944,1945,17,FILM EDITING,Owen Marks,Janie,False,215689.0
197,1944,1945,17,FILM EDITING,Roland Gross,None but the Lonely Heart,False,52362.0
198,1944,1945,17,FILM EDITING,"Hal C. Kern, James E. Newcom",Since You Went Away,False,42401.0
199,1944,1945,17,FILM EDITING,Barbara McLean,Wilson,True,84084.0
200,1944,1945,17,BEST SCORE,"Morris Stoloff, Ernst Toch",Address Unknown,False,126759.0
201,1944,1945,17,BEST SCORE,Max Steiner,The Adventures of Mark Twain,False,120747.0
202,1944,1945,17,BEST SCORE,Dimitri Tiomkin,The Bridge of San Luis Rey,False,151386.0
203,1944,1945,17,BEST SCORE,Arthur Lange,Casanova Brown,False,81751.0
204,1944,1945,17,BEST SCORE,H. J. Salter,Christmas Holiday,False,26530.0
205,1944,1945,17,BEST SCORE,Miklos Rozsa,Double Indemnity,False,996.0
206,1944,1945,17,BEST SCORE,"Walter Scharf, Roy Webb",The Fighting Seabees,False,22994.0
207,1944,1945,17,BEST SCORE,"Edward Paul, Michel Michelet",The Hairy Ape,False,129105.0
208,1944,1945,17,BEST SCORE,Robert Stolz,It Happened Tomorrow,False,3589.0
209,1944,1945,17,BEST SCORE,Frederic Efrem Rich,Jack London,False,29094.0
210,1944,1945,17,BEST SCORE,Herbert Stothart,Kismet,False,43501.0
211,1944,1945,17,BEST SCORE,"Hanns Eisler, C. Bakaleinikoff",None but the Lonely Heart,False,52362.0
212,1944,1945,17,BEST SCORE,David Rose,The Princess and the Pirate,False,30506.0
213,1944,1945,17,BEST SCORE,Max Steiner,Since You Went Away,True,42401.0
214,1944,1945,17,BEST SCORE,Karl Hajos,Summer Storm,False,81030.0
215,1944,1945,17,BEST SCORE,Franke Harling,Three Russian Girls,False,218086.0
216,1944,1945,17,BEST SCORE,Edward Paul,Up in Mabel's Room,False,191478.0
217,1944,1945,17,BEST SCORE,Michel Michelet,Voice in the Wind,False,42294.0
218,1944,1945,17,BEST SCORE,Alfred Newman,Wilson,False,84084.0
219,1944,1945,17,BEST SCORE,Miklos Rozsa,Woman of the Town,False,218087.0
220,1944,1945,17,BEST SCORE,Walter Scharf,Brazil,False,218090.0
221,1944,1945,17,BEST SCORE,"Morris Stoloff, Carmen Dragon",Cover Girl,True,21622.0
222,1944,1945,17,BEST SCORE,C. Bakaleinikoff,Higher and Higher,False,43511.0
223,1944,1945,17,BEST SCORE,Ray Heindorf,Hollywood Canteen,False,38697.0
224,1944,1945,17,BEST SCORE,Alfred Newman,Irish Eyes Are Smiling,False,218092.0
225,1944,1945,17,BEST SCORE,"Werner R. Heymann, Kurt Weill",Knickerbocker Holiday,False,218093.0
226,1944,1945,17,BEST SCORE,Robert Emmett Dolan,Lady in the Dark,False,120801.0
227,1944,1945,17,BEST SCORE,Edward Kay,"Lady, Let's Dance",False,218094.0
228,1944,1945,17,BEST SCORE,Georgie Stoll,Meet Me in St. Louis,False,909.0
229,1944,1945,17,BEST SCORE,H. J. Salter,The Merry Monahans,False,218095.0
230,1944,1945,17,BEST SCORE,"Ferde Grofe, Leo Erdody",Minstrel Man,False,218096.0
231,1944,1945,17,BEST SCORE,Mahlon Merrick,Sensations of 1945,False,218097.0
232,1944,1945,17,BEST SCORE,Charles Previn,Song of the Open Road,False,218098.0
233,1944,1945,17,BEST SCORE,"Ray Heindorf, Louis Forbes",Up in Arms,False,113757.0
234,1944,1945,17,BEST SONG,Music by Jimmy McHugh; Lyrics by Harold Adamson,Higher and Higher,False,43511.0
235,1944,1945,17,BEST SONG,Music by Jule Styne; Lyrics by Sammy Cahn,Follow the Boys,False,27628.0
236,1944,1945,17,BEST SONG,Music by James V. Monaco; Lyrics by Mack Gordon,Sweet and Low-Down,False,162236.0
237,1944,1945,17,BEST SONG,Music by Jerome Kern; Lyrics by Ira Gershwin,Cover Girl,False,21622.0
238,1944,1945,17,BEST SONG,Music by Harold Arlen; Lyrics by Ted Koehler,Up in Arms,False,113757.0
239,1944,1945,17,BEST SONG,Music by Harry Revel; Lyrics by Paul Webster,Minstrel Man,False,218096.0
240,1944,1945,17,BEST SONG,Music by Ary Barroso; Lyrics by Ned Washington,Brazil,False,218090.0
241,1944,1945,17,BEST SONG,Music by Lew Pollack; Lyrics by Charles Newman,"Lady, Let's Dance",False,218094.0
242,1944,1945,17,BEST SONG,Music by M. K. Jerome; Lyrics by Ted Koehler,Hollywood Canteen,False,38697.0
243,1944,1945,17,BEST SONG,Music by James Van Heusen; Lyrics by Johnny Burke,Going My Way,True,17661.0
244,1944,1945,17,BEST SONG,Music by Walter Kent; Lyrics by Kim Gannon,Song of the Open Road,False,218098.0
245,1944,1945,17,BEST SONG,Music and Lyrics by Ralph Blane and Hugh Martin,Meet Me in St. Louis,False,909.0
246,1944,1945,17,BEST PICTURE,Paramount,Double Indemnity,False,996.0
247,1944,1945,17,BEST PICTURE,Metro-Goldwyn-Mayer,Gaslight,False,13528.0
248,1944,1945,17,BEST PICTURE,Paramount,Going My Way,True,17661.0
249,1944,1945,17,BEST PICTURE,Selznick International Pictures,Since You Went Away,False,42401.0
250,1944,1945,17,BEST PICTURE,20th Century-Fox,Wilson,False,84084.0
251,1944,1945,17,BEST SOUND,"Republic Studio Sound Department, Daniel J. Bloomberg, Sound Director",Brazil,False,218090.0
252,1944,1945,17,BEST SOUND,"Samuel Goldwyn Studio Sound Department, Thomas T. Moulton, Sound Director",Casanova Brown,False,81751.0
253,1944,1945,17,BEST SOUND,"Columbia Studio Sound Department, John Livadary, Sound Director",Cover Girl,False,21622.0
254,1944,1945,17,BEST SOUND,"Paramount Studio Sound Department, Loren L. Ryder, Sound Director",Double Indemnity,False,996.0
255,1944,1945,17,BEST SOUND,"Universal Studio Sound Department, Bernard B. Brown, Sound Director",His Butler's Sister,False,64145.0
256,1944,1945,17,BEST SOUND,"Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director",Hollywood Canteen,False,38697.0
257,1944,1945,17,BEST SOUND,"Sound Service, Inc., Jack Whitney, Sound Director",It Happened Tomorrow,False,3589.0
258,1944,1945,17,BEST SOUND,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",Kismet,False,43501.0
259,1944,1945,17,BEST SOUND,"RKO Radio Studio Sound Department, Stephen Dunn, Sound Director",Music in Manhattan,False,218100.0
