,adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
1125,False,/rBskSmRJXQ13YbIk1XVwsKv5p72.jpg,,4620000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,65012,tt0061089,en,This Property Is Condemned,"Owen Legate, a railroad official,  comes to Dodson, Mississippi to shut down the local railway - the town's main income. But Owen unexpectedly finds love with Dodson's flirt and main attraction, Alva Starr.",10.325,/lLiyBhKER2N1vi3xedBwf2YvwAY.jpg,"[{'id': 516, 'logo_path': None, 'name': 'Seven Arts Productions', 'origin_country': 'US'}, {'id': 4, 'logo_path': '/gz66EfNoYPqHTYI4q9UEN4CbHRc.png', 'name': 'Paramount', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1966-08-03,2600000,110,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,It's all prime property!,This Property Is Condemned,False,6.276,87
1126,False,/fnaJc9arUDF69fQDh2UwhkVfzNO.jpg,"{'id': 702159, 'name': 'A Man and a Woman Collection', 'poster_path': '/f6wn2ATzWi9VwpcRkXAwFrV78hY.jpg', 'backdrop_path': None}",0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,42726,tt0061138,fr,Un homme et une femme,"A man and a woman meet by accident on a Sunday evening at their childrens' boarding school. Slowly, they reveal themselves to each other, finding that each is a widow.",12.881,/boDZQiubhyhksN8fcgM4sXZ2btW.jpg,"[{'id': 1742, 'logo_path': '/kxKBr4UuwuVdMhuunZ579vWd5in.png', 'name': 'Les Films 13', 'origin_country': 'FR'}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1966-05-27,0,102,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,See it with someone you love!,A Man and a Woman,False,7.296,245
1127,False,/a85JFAjE4w9p4ZGHLJLCNDYXCvB.jpg,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,42728,tt0061209,en,You're a Big Boy Now,"Post-teen virgin moves to New York City, falls for a cold-hearted beauty, then finds true love with a loyal lass.",4.823,/nJuUyJKp1L8onfnBJgtAFJfdWn4.jpg,"[{'id': 516, 'logo_path': None, 'name': 'Seven Arts Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1966-09-09,0,97,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The odyssey of a young youth who wants no part of sex...he wants it all!,You're a Big Boy Now,False,6.257,37
1128,False,/kaxvfRD6hvv4mEgIF0Ne4BgeW3S.jpg,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,91422,tt0060760,en,"Not With My Wife, You Don't!","During the Korean War, Italian nurse Virna Lisi falls in love with two American fliers, Tony Curtis and George C. Scott. Lisi marries Curtis after he convinces her that Scott has been killed in a plane crash. She soon discovers Scott is alive, but remains happily married to Curtis until Scott re-enters their lives 14 years later.",3.154,/tCy2FIPC1xC1TZPNbDTMIU9H3I0.jpg,"[{'id': 51719, 'logo_path': None, 'name': 'Fernwood-Reynard', 'origin_country': ''}, {'id': 172630, 'logo_path': None, 'name': 'Warner Bros.', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1966-11-02,0,119,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,"Not With My Wife, You Don't",False,6.2,6
1129,False,/dnWUAYVMpsqZnvIthuYMhvRH5cQ.jpg,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",,28270,tt0060445,en,Gambit,"Harry Dean is a career burglar set on stealing a piece of priceless art from the world's wealthiest man, Mr. Shahbandar. With the help of exotic showgirl Nicole Chang, he concocts the perfect scheme for how the robbery should go and lays it out point by point. However, when the team tries to execute the plan, perfection and reality don't quite match up, and Harry's vision begins to unravel in this twisty tale of a heist gone wrong.",11.527,/1MchaxoMtROoioSAwjLd5FEp6D.jpg,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1966-12-21,0,109,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Go Ahead: Tell the End (It's Too Hilarious to Keep Secret) But Please Don't Tell the Beginning!,Gambit,False,7.0,134
1130,False,/2xywVzEvy7cwkT3MZOVA2vCE5Ia.jpg,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10752, 'name': 'War'}]",,31918,tt0060921,en,The Russians Are Coming! The Russians Are Coming!,"When a Soviet submarine gets stuck on a sandbar off the coast of a New England island, its commander orders his second-in-command, Lieutenant Rozanov, to get them moving again before there is an international incident. Rozanov seeks assistance from the island locals, including the police chief and a vacationing television writer, while trying to allay their fears of a Communist invasion by claiming he and his crew are Norwegian sailors.",11.918,/rRGeIp9MOAfFHH3Exr5Ago7hEuq.jpg,"[{'id': 219, 'logo_path': None, 'name': 'The Mirisch Company', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1966-05-25,0,126,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,IT'S A PLOT! ...to make the world die laughing!!,The Russians Are Coming! The Russians Are Coming!,False,6.3,102
1131,False,/sZxPKiNCK8piKBtXAbm3Ucj6RQk.jpg,,7500000,"[{'id': 18, 'name': 'Drama'}]",,396,tt0061184,en,Who's Afraid of Virginia Woolf?,"A history professor and his wife entertain a young couple who are new to the university's faculty. As the drinks flow, secrets come to light, and the middle-aged couple unload onto their guests the full force of the bitterness, dysfunction, and animosity that defines their marriage.",18.045,/wF7ihB5V5gSm6zxjv3ZhHOpgREI.jpg,"[{'id': 1684, 'logo_path': None, 'name': 'Chenault Productions', 'origin_country': ''}, {'id': 174, 'logo_path': '/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1966-06-22,33736689,131,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Latin', 'iso_639_1': 'la', 'name': 'Latin'}]",Released,You are cordially invited to George and Martha's for an evening of fun and games,Who's Afraid of Virginia Woolf?,False,7.728,759
1132,False,/7jGMwBvE5WWjck6y33mqifrNpEt.jpg,,12000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",,5923,tt0060934,en,The Sand Pebbles,"Engineer Jake Holman arrives aboard the gunboat USS San Pablo, assigned to patrol a tributary of the Yangtze in the middle of exploited and revolution-torn 1926 China. His iconoclasm and cynical nature soon clash with the 'rice-bowl' system which runs the ship and the uneasy symbiosis between Chinese and foreigner on the river. Hostility towards the gunboat's presence reaches a climax when the boat must crash through a river-boom and rescue missionaries upriver at China Light Mission.",13.681,/hbX0bBHTFThyChUel3INrvEZiFF.jpg,"[{'id': 6304, 'logo_path': None, 'name': 'Robert Wise Productions', 'origin_country': ''}, {'id': 599, 'logo_path': None, 'name': 'Solar Productions', 'origin_country': ''}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1966-12-20,20000000,196,"[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,This is the heroic story of the men on the U.S.S. San Pablo who disturbed the sleeping dragon of savage China as the threatened world watched in breathless terror.,The Sand Pebbles,False,7.2,234
1133,False,/gySFNIncpySXGECy7zHvlYrA3Pt.jpg,,0,"[{'id': 37, 'name': 'Western'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",,22383,tt0060862,en,The Professionals,An arrogant Texas millionaire hires four adventurers to rescue his kidnapped wife from a notorious Mexican bandit.,32.516,/sH4Clw7QrtH23xl9o4sOpHNkRIz.jpg,"[{'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1966-11-01,0,117,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,"Rough, tough and ready.",The Professionals,False,7.064,280
1134,False,/33kRnZfiYd6WPKpMge5OQhzxYGN.jpg,"{'id': 354210, 'name': 'Born Free Collection', 'poster_path': '/1VwVsWkzhvKDd36s7Wwif0u45u3.jpg', 'backdrop_path': '/7Vqj3BVr0OTbiquXZD2OkIlVg20.jpg'}",0,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",,15347,tt0060182,en,Born Free,"At a national park in Kenya, English game warden George Adamson and his wife, Joy, care for three orphaned lion cubs. After the two larger lions are shipped off to a zoo in the Netherlands, the smallest of the three, Elsa, stays with the couple. When Elsa is blamed for causing an elephant stampede in the nearby village, head warden John Kendall demands the young lion either be trained to survive in the wilds of the Serengeti or be sent to a zoo.",18.566,/40lDYu77179qcWLIKfTt5U3SCYH.jpg,"[{'id': 3066, 'logo_path': None, 'name': 'High Road', 'origin_country': ''}, {'id': 10427, 'logo_path': '/3u5sNgPRbba0ND3SUMXPTT7On9h.png', 'name': 'Open Road Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1966-04-20,0,95,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,From The Pages Of The Beloved Best Seller... A Motion Picture To Delight All The World!,Born Free,False,6.767,116
1135,False,/1TOB9YhatqxIj5IMIZmnrwdL7AL.jpg,,1800000,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,1052,tt0060176,en,Blow-Up,"A successful mod photographer in London whose world is bounded by fashion, pop music, marijuana, and easy sex, feels his life is boring and despairing. But in the course of a single day he unknowingly captures a death on film.",21.44,/iVtUdWsT6Ed2DK762zZxjaQAdHy.jpg,"[{'id': 650, 'logo_path': None, 'name': 'Bridge Films', 'origin_country': ''}, {'id': 60762, 'logo_path': None, 'name': 'Carlo Ponti Production', 'origin_country': ''}, {'id': 21, 'logo_path': '/usUnaYV6hQnlVAXP6r4HwrlLFPG.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",1966-12-18,0,111,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"Sometimes, reality is the strangest fantasy of all.",Blow-Up,False,7.372,1159
1136,False,/hzamEWW4VPo5RMCxKWGAwZDr1tE.jpg,,0,"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,17768,tt0060438,en,A Funny Thing Happened on the Way to the Forum,A wily slave must unite a virgin courtesan and his young smitten master to earn his freedom.,8.534,/h3S9DZMUZNsAqd8ZNBed7ttPWXk.jpg,"[{'id': 60, 'logo_path': '/1SEj4nyG3JPBSKBbFhtdcHRaIF9.png', 'name': 'United Artists', 'origin_country': 'US'}, {'id': 14897, 'logo_path': None, 'name': 'Melvin Frank Production', 'origin_country': ''}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1966-10-16,0,99,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Something for Everyone!,A Funny Thing Happened on the Way to the Forum,False,6.1,93
1137,False,/aBQp4jfyNfCpH8VuadihjvX76h2.jpg,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,131861,tt0060099,en,An American Dream,"Stephen Rojack is a decorated war vet who has now found success as an outspoken television personality. During a vicious argument with his wife, Deborah, Stephen snaps and pushes her from his high-rise apartment to her death. He manages to convince the authorities that she killed herself, then reignites an old affair with singer Cherry McMahon -- which doesn't sit well with her jealous mobster boyfriend, Nicky.",1.779,/hvp6g0rYf1kosUNytvITBqrrWoi.jpg,"[{'id': 174, 'logo_path': '/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 16064, 'logo_path': None, 'name': 'William Conrad Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1966-08-31,0,103,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Young Mrs. Rojack has some weird ideas. She's the stuff that dreams are made of. Or is it nightmares...?,An American Dream,False,4.6,5
1138,False,/kd1ixWu86Aw6Mh8kjRnuVtOTEFF.jpg,,6000000,"[{'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}, {'id': 12, 'name': 'Adventure'}]",,29710,tt0060588,en,Khartoum,"English General Charles George Gordon is appointed military governor of Anglo-Egyptian Sudan by the Prime Minister. Ordered to evacuate Egyptians from the Sudan, Gordon stays on to protect the people of Khartoum, who are under threat of being conquered by a Muslim army.",14.12,/lcqulOKVAPkyEbvvYtPYgVQazWD.jpg,"[{'id': 16628, 'logo_path': None, 'name': 'Julian Blaustein Productions Ltd.', 'origin_country': ''}, {'id': 60, 'logo_path': '/1SEj4nyG3JPBSKBbFhtdcHRaIF9.png', 'name': 'United Artists', 'origin_country': 'US'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1966-06-09,0,134,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"Where the Nile divides, the great Cinerama adventure begins!",Khartoum,False,6.2,100
1139,False,/O6Ji6HfrB7CCUhjQ72TXUXIHE9.jpg,,647649,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,18513,tt0060736,en,The Naked Prey,"A group of men are on safari. One of the party refuses to give a gift to a tribe they encounter. The tribe is offended, seizes the party, and one-by-one, kills all but one of the safari members in various creative and horrifying ways. The last surviving member is given ""The Lion's Chance"" by the tribal leader to be hunted down by a party of tribal warriors.",10.545,/jnAClNX0E4SRLWusT7lJcuUrcnR.jpg,"[{'id': 4, 'logo_path': '/gz66EfNoYPqHTYI4q9UEN4CbHRc.png', 'name': 'Paramount', 'origin_country': 'US'}, {'id': 4389, 'logo_path': None, 'name': 'Theodora Productions', 'origin_country': ''}, {'id': 14918, 'logo_path': None, 'name': 'Sven Persson Films', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'ZA', 'name': 'South Africa'}]",1965-06-01,0,96,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"Stripped, weaponless, alone and only ten desperate seconds ahead of the killers!",The Naked Prey,False,6.674,86
1140,False,/ebMUOU8KHip7jAvDbEM4rnAJske.jpg,"{'id': 110021, 'name': 'The Magnificent Seven Collection', 'poster_path': '/zsqGRVhtGJJZ0qPnNaPmimWhtSa.jpg', 'backdrop_path': '/qGbZCnfGDbK9EyYULgDN1f3f1le.jpg'}",0,"[{'id': 37, 'name': 'Western'}]",,12639,tt0060897,en,Return of the Seven,"Chico one of the remaining members of The Magnificent Seven now lives in the town that they (The Seven) helped. One day someone comes and takes most of the men prisoner. His wife seeks out Chris, the leader of The Seven for help. Chris also meets Vin another member of The Seven. They find four other men and they go to help Chico.",21.685,/xO3cPFFzXa7zZ704dOwgws5duFK.jpg,"[{'id': 2101, 'logo_path': None, 'name': 'C.B. Films S.A.', 'origin_country': ''}, {'id': 219, 'logo_path': None, 'name': 'The Mirisch Company', 'origin_country': 'US'}, {'id': 60, 'logo_path': '/1SEj4nyG3JPBSKBbFhtdcHRaIF9.png', 'name': 'United Artists', 'origin_country': 'US'}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1966-10-19,6322000,95,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,Between the law and the lawless - SEVEN again... MAGNIFICENT again!,Return of the Seven,False,6.19,252
1141,False,,,0,"[{'id': 18, 'name': 'Drama'}]",,697177,tt1051699,ar,الأصدقاء الثلاثة,"Three friends are arrested after committing an accident with their car. After finishing their sentence, they become partners with the owner of a decoration workshop. But he deceives them and spends the money in gambling. They force him to sign a waiver of his workshop but he wants to get it back.",3.793,/pdwwB2CpRpxo9qELtBMYLV2yvFv.jpg,"[{'id': 120892, 'logo_path': None, 'name': 'Gomhouria Film', 'origin_country': ''}]","[{'iso_3166_1': 'EG', 'name': 'Egypt'}]",1966-06-16,0,92,"[{'english_name': 'Arabic', 'iso_639_1': 'ar', 'name': 'العربية'}]",Released,,The Three Friends,False,6.1,74
1142,False,/oHxgUzwwLv0a9EQfsmnUxaoFVSC.jpg,,10000000,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",,5040,tt0060401,pl,Faraon,"Young Pharaoh Ramses XIII clashes with Egypt's clergy over influence on the affairs of the state and its coffers. inexperienced, but quite ambitious pharaoh is putting up a fight against a powerful clan of priests usurping rule over the country.",8.225,/8ipkoxt3yvYeLuHfxPhaRaQCgwX.jpg,"[{'id': 10729, 'logo_path': None, 'name': 'WFF Lodz', 'origin_country': 'PL'}, {'id': 82337, 'logo_path': '/fxW9U7tXWCRDSFtZePmxOFNLh7E.png', 'name': 'Zespół Filmowy ""Kadr""', 'origin_country': 'PL'}]","[{'iso_3166_1': 'PL', 'name': 'Poland'}]",1966-03-11,10000000,175,"[{'english_name': 'Polish', 'iso_639_1': 'pl', 'name': 'Polski'}]",Released,Out of Ancient Egypt - The Real... Dramatic  Struggle of Love And Power - 5000 Years B.C,Pharaoh,False,6.761,69
1143,False,/d67dUXkwVnmyNlIVRu7ctpsE1U7.jpg,,800000,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}, {'id': 36, 'name': 'History'}]",https://carlottafilms.com/films/bataille-dalger-la/,17295,tt0058946,it,La battaglia di Algeri,Tracing the struggle of the Algerian Front de Liberation Nationale to gain freedom from French colonial rule as seen through the eyes of Ali from his start as a petty thief to his rise to prominence in the organisation and capture by the French in 1957. The film traces the rebels' struggle and the increasingly extreme measures taken by the French government to quell the revolt.,14.363,/Df9SP4FgPMrIQBw5WOGtSi3fnT.jpg,"[{'id': 3280, 'logo_path': None, 'name': 'Igor Film', 'origin_country': ''}, {'id': 10207, 'logo_path': None, 'name': 'Casbah Film', 'origin_country': 'DZ'}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'DZ', 'name': 'Algeria'}]",1966-09-08,964028,121,"[{'english_name': 'Arabic', 'iso_639_1': 'ar', 'name': 'العربية'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,The Revolt that Stirred the World!,The Battle of Algiers,False,7.871,695
1144,False,/96etD6qTLBfoGYZsLb9AAcSETjE.jpg,,9000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",,20379,tt0060472,en,Grand Prix,"The story tells about the confrontation of four first-class racers of Formula 1.  Each of the competitors had their own additional motivation to become a champion.  Their world is a risk and extreme, fast driving on the highway. The taste of adrenaline is what race lovers live. Outside of competition, they all experience personal dramas and upheavals, and the more important the desired title becomes for them.",13.291,/qalnqixyLXekfQdEKAZOrBtJWof.jpg,"[{'id': 2418, 'logo_path': None, 'name': 'Cherokee Productions', 'origin_country': ''}, {'id': 20412, 'logo_path': None, 'name': 'Douglas & Lewis Productions', 'origin_country': ''}, {'id': 3810, 'logo_path': None, 'name': 'Joel Productions', 'origin_country': ''}, {'id': 3811, 'logo_path': None, 'name': 'John Frankenheimer Productions Inc.', 'origin_country': ''}, {'id': 21, 'logo_path': '/usUnaYV6hQnlVAXP6r4HwrlLFPG.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1966-12-21,20800000,176,"[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}, {'english_name': 'Portuguese', 'iso_639_1': 'pt', 'name': 'Português'}]",Released,All the glamour and greatness of the world's most exciting drama of speed and spectacle!,Grand Prix,False,7.219,167
1145,False,/53CldUCnr9ZlFv94ND3Tkp3U3sW.jpg,,0,"[{'id': 35, 'name': 'Comedy'}]",,74216,tt0059424,it,La mandragola,A young man hatches a plan to sleep with another man's infertile wife. Based on the play by Machiavelli.,4.096,/wmyGwiStPdQvP2TVGnOegaZzRYt.jpg,"[{'id': 4498, 'logo_path': None, 'name': 'Arco Film', 'origin_country': 'IT'}, {'id': 12243, 'logo_path': '/hztlrOaMK77kKdErDwogso0m2YS.png', 'name': 'Lux Compagnie Cinématographique de France', 'origin_country': 'FR'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",1965-11-18,0,97,"[{'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}]",Released,They go wild about Rosanna Schiaffino,The Mandrake,False,5.911,28
1146,False,/7JSE2pYFIMl3trxvnjlAwWhs5hS.jpg,,2500000,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}]",,20620,tt0060955,en,Seconds,An unhappy middle-aged banker agrees to a procedure that will fake his death and give him a completely new look and identity – one that comes with its own price.,13.074,/5G3q3OvulFTnFdiouaZdD8wjtIc.jpg,"[{'id': 3809, 'logo_path': None, 'name': 'Gibraltar Productions', 'origin_country': ''}, {'id': 3810, 'logo_path': None, 'name': 'Joel Productions', 'origin_country': ''}, {'id': 3811, 'logo_path': None, 'name': 'John Frankenheimer Productions Inc.', 'origin_country': ''}, {'id': 4, 'logo_path': '/gz66EfNoYPqHTYI4q9UEN4CbHRc.png', 'name': 'Paramount', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1966-10-05,1750000,107,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Who are SECONDS? The answer is almost too terrifying for words!,Seconds,False,7.3,327
1147,False,/3mMw1M8DIdJNirXv4P1RnuXw3a1.jpg,,0,"[{'id': 18, 'name': 'Drama'}]",,56168,tt0060801,en,The Oscar,An amoral lowlife accidentally stumbles into an acting career that sets him on a trajectory to Hollywood stardom. But everyone on whom he steps on the way to the top remembers when he is nominated for an Oscar and he runs a dirty campaign in an attempt to win.,2.386,/jLh7UvVYc5pa0MLJbFRItLN4QTO.jpg,"[{'id': 4, 'logo_path': '/gz66EfNoYPqHTYI4q9UEN4CbHRc.png', 'name': 'Paramount', 'origin_country': 'US'}, {'id': 419, 'logo_path': None, 'name': 'Embassy Pictures Corporation', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1966-03-04,0,119,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The breath-taking race for Hollywood's highest award!,The Oscar,False,5.385,13
1148,False,/mXMoQjJjoAhLl51uVDZlSGMPb9S.jpg,,5115000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",,2161,tt0060397,en,Fantastic Voyage,"In order to save an assassinated scientist, a submarine and its crew are shrunk to microscopic size and injected into his bloodstream.",11.745,/dbwr0hGmJs2Rwh5zXbYEGBFVYTt.jpg,"[{'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1966-08-24,12000000,100,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,A Fantastic and Spectacular Voyage... Through the Human Body... Into the Brain.,Fantastic Voyage,False,6.7,404
1149,False,/8lY7Dp5sN5elNfuejNH0F7QUNpZ.jpg,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",,207681,tt0059453,en,Mister Buddwing,"An amnesiac wanders the streets of Manhattan, trying to solve the mystery of who he is.",2.8,/dyG1ldxgM6AaQFcPFKTjIS8cRfi.jpg,"[{'id': 2418, 'logo_path': None, 'name': 'Cherokee Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1966-07-15,0,100,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The Story of a Man Who Had to Live Twelve Years in One Day with Four Women!,Mister Buddwing,False,5.923,13
1150,False,/iz7xP1INmMTAfRKaToWVmXrrE1P.jpg,,0,"[{'id': 18, 'name': 'Drama'}]",,24192,tt0058715,it,Il vangelo secondo Matteo,"This biblical drama from the Catholic Marxist director focuses on the teachings of Jesus, including the parables that reflect their revolutionary nature. As Jesus travels along the coast of the Sea of Galilee, he gradually gathers more followers, leading him into direct conflict with the authorities.",10.174,/oifi2CQkKbb6Y2x6J5K6CjaKab9.jpg,"[{'id': 4498, 'logo_path': None, 'name': 'Arco Film', 'origin_country': 'IT'}, {'id': 12243, 'logo_path': '/hztlrOaMK77kKdErDwogso0m2YS.png', 'name': 'Lux Compagnie Cinématographique de France', 'origin_country': 'FR'}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'FR', 'name': 'France'}]",1965-03-03,0,137,"[{'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}]",Released,A Motion Picture which will be seen by the entire world - up to the end of the world!,The Gospel According to Matthew,False,7.4,330
1151,False,/qLsoHP5ri2xnOxZMp8PBf82rgkY.jpg,,0,"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",,49863,tt0060983,en,The Singing Nun,"Belgian nun Sister Ann is sent to another order where she's at first committed to helping troubled souls, like Nichole and little Dominic. When Father Clementi hears Sister Ann's uplifting singing style, he takes her to a talent contest. Sister Ann is signed to a record deal and everyone is listening to her lighthearted songs. She is unprepared for her newfound fame (like appearing on The Ed Sullivan Show) and unwanted side effects, including a wrongful attraction to an old friend.",7.119,/vITreT3v0ofJXchbvtlwB6AjR1Z.jpg,"[{'id': 21, 'logo_path': '/usUnaYV6hQnlVAXP6r4HwrlLFPG.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1966-03-17,0,97,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,GOT A HEART? Here's the picture for it!,The Singing Nun,False,5.5,17
