,year_film,year_award,ceremony,category,nominee,film,win,tmdb_id
3877,2007,2008,65,ACTOR IN A SUPPORTING ROLE,Casey Affleck,"Assassination of Jesse James by the Coward Robert Ford, The",False,4512.0
3878,2007,2008,65,ACTOR IN A SUPPORTING ROLE,Philip Seymour Hoffman,Charlie Wilson's War,False,6538.0
3879,2007,2008,65,ACTOR IN A SUPPORTING ROLE,John Travolta,Hairspray,False,2976.0
3880,2007,2008,65,ACTOR IN A SUPPORTING ROLE,Tom Wilkinson,Michael Clayton,False,4566.0
3881,2007,2008,65,DIRECTING,Julian Schnabel,The Diving Bell and the Butterfly,True,2013.0
3882,2007,2008,65,DIRECTING,Ridley Scott,American Gangster,False,4982.0
3883,2007,2008,65,DIRECTING,Joe Wright,Atonement,False,4347.0
3884,2007,2008,65,DIRECTING,Tim Burton,Sweeney Todd: The Demon Barber of Fleet Street,False,13885.0
3885,2007,2008,65,DIRECTING,"Ethan Coen, Joel Coen",No Country for Old Men,False,6977.0
3886,2007,2008,65,BEST SCREENPLAY,"Joel Coen, Ethan Coen",No Country for Old Men,True,6977.0
3887,2007,2008,65,BEST SCREENPLAY,Diablo Cody,Juno,False,7326.0
3888,2007,2008,65,BEST SCREENPLAY,Christopher Hampton,Atonement,False,4347.0
3889,2007,2008,65,BEST SCREENPLAY,Ronald Harwood,The Diving Bell and the Butterfly,False,2013.0
3890,2007,2008,65,BEST SCREENPLAY,Aaron Sorkin,Charlie Wilson's War,False,6538.0
3891,2007,2008,65,BEST PICTURE (ANIMATED),Ratatouille,Ratatouille,True,2062.0
3892,2007,2008,65,BEST PICTURE (ANIMATED),Bee Movie,Bee Movie,False,5559.0
3893,2007,2008,65,BEST PICTURE (ANIMATED),"Simpsons Movie, The","Simpsons Movie, The",False,35.0
3894,2007,2008,65,FOREIGN,The Diving Bell and the Butterfly,The Diving Bell and the Butterfly,True,2013.0
3895,2007,2008,65,FOREIGN,The Kite Runner,The Kite Runner,False,7979.0
3896,2007,2008,65,FOREIGN,Lust Caution,Lust Caution,False,4588.0
3897,2007,2008,65,FOREIGN,Persepolis,Persepolis,False,2011.0
3898,2007,2008,65,FOREIGN,4 Months 3 Weeks And 2 Days,4 Months 3 Weeks And 2 Days,False,2009.0
3899,2007,2008,65,BEST SCORE,Dario Marianelli,Atonement,True,4347.0
3900,2007,2008,65,BEST SCORE,Clint Eastwood,Grace Is Gone,False,11161.0
3901,2007,2008,65,BEST SCORE,Alberto Iglesias,The Kite Runner,False,7979.0
3902,2007,2008,65,BEST SCORE,Howard Shore,Eastern Promises,False,2252.0
3903,2007,2008,65,BEST SCORE,"Kaki King, Eddie Vedder, Michael Brook",Into The Wild,False,5915.0
3904,2007,2008,65,BEST SONG,"""Guaranteed"", Eddie Vedder",Into The Wild,True,5915.0
3905,2007,2008,65,BEST SONG,"That's How You Know, Alan Menken, Stephen Schwartz",Enchanted,False,4523.0
3906,2007,2008,65,BEST SONG,"""Walk Hard"", John C. Reilly, Jake Kasdan, Judd Apatow, Marshall Crenshaw",Walk Hard: The Dewey Cox Story,False,6575.0
3907,2007,2008,65,BEST SONG,"""Despedida"", Shakira, Antonio Pinto",Love in the Time of Cholera,False,6639.0
3908,2007,2008,65,BEST SONG,"Grace Is Gone, Clint Eastwood, Carole Bayer Sager",Grace Is Gone,False,11161.0
3909,2008,2009,66,BEST PICTURE (DRAMA),Slumdog Millionaire,Slumdog Millionaire,True,12405.0
3910,2008,2009,66,BEST PICTURE (DRAMA),The Curious Case of Benjamin Button,The Curious Case of Benjamin Button,False,4922.0
3911,2008,2009,66,BEST PICTURE (DRAMA),Frost/Nixon,Frost/Nixon,False,11499.0
3912,2008,2009,66,BEST PICTURE (DRAMA),"Reader, The","Reader, The",False,8055.0
3913,2008,2009,66,BEST PICTURE (DRAMA),Revolutionary Road,Revolutionary Road,False,4148.0
3914,2008,2009,66,BEST PICTURE (COM),Vicky Cristina Barcelona,Vicky Cristina Barcelona,True,5038.0
3915,2008,2009,66,BEST PICTURE (COM),Burn After Reading,Burn After Reading,False,4944.0
3916,2008,2009,66,BEST PICTURE (COM),Happy-Go-Lucky,Happy-Go-Lucky,False,10503.0
3917,2008,2009,66,BEST PICTURE (COM),In Bruges,In Bruges,False,8321.0
3918,2008,2009,66,BEST PICTURE (COM),Mamma Mia!,Mamma Mia!,False,11631.0
3919,2008,2009,66,ACTRESS (DRAMA),Kate Winslet,Revolutionary Road,True,4148.0
3920,2008,2009,66,ACTRESS (DRAMA),Meryl Streep,Doubt,False,14359.0
3921,2008,2009,66,ACTRESS (DRAMA),Anne Hathaway,Rachel Getting Married,False,14976.0
3922,2008,2009,66,ACTRESS (DRAMA),Angelina Jolie,Changeling,False,3580.0
3923,2008,2009,66,ACTRESS (DRAMA),Kristin Scott Thomas,I've Loved You So Long,False,8276.0
3924,2008,2009,66,ACTOR (DRAMA),Mickey Rourke,The Wrestler,True,12163.0
3925,2008,2009,66,ACTOR (DRAMA),Brad Pitt,The Curious Case of Benjamin Button,False,4922.0
3926,2008,2009,66,ACTOR (DRAMA),Leonardo DiCaprio,Revolutionary Road,False,4148.0
3927,2008,2009,66,ACTOR (DRAMA),Frank Langella,Frost/Nixon,False,11499.0
3928,2008,2009,66,ACTOR (DRAMA),Sean Penn,Milk,False,10139.0
3929,2008,2009,66,ACTRESS (COM),Sally Hawkins,Happy-Go-Lucky,True,10503.0
3930,2008,2009,66,ACTRESS (COM),Rebecca Hall,Vicky Cristina Barcelona,False,5038.0
3931,2008,2009,66,ACTRESS (COM),Frances McDormand,Burn After Reading,False,4944.0
3932,2008,2009,66,ACTRESS (COM),Meryl Streep,Mamma Mia!,False,11631.0
3933,2008,2009,66,ACTRESS (COM),Emma Thompson,Last Chance Harvey,False,16409.0
3934,2008,2009,66,ACTOR (COM),Colin Farrell,In Bruges,True,8321.0
3935,2008,2009,66,ACTOR (COM),Javier Bardem,Vicky Cristina Barcelona,False,5038.0
3936,2008,2009,66,ACTOR (COM),James Franco,Pineapple Express,False,10189.0
3937,2008,2009,66,ACTOR (COM),Brendan Gleeson,In Bruges,False,8321.0
3938,2008,2009,66,ACTOR (COM),Dustin Hoffman,Last Chance Harvey,False,16409.0
3939,2008,2009,66,ACTRESS IN A SUPPORTING ROLE,Kate Winslet,"Reader, The",True,8055.0
3940,2008,2009,66,ACTRESS IN A SUPPORTING ROLE,Penélope Cruz,Vicky Cristina Barcelona,False,5038.0
3941,2008,2009,66,ACTRESS IN A SUPPORTING ROLE,Viola Davis,Doubt,False,14359.0
3942,2008,2009,66,ACTRESS IN A SUPPORTING ROLE,Marisa Tomei,The Wrestler,False,12163.0
3943,2008,2009,66,ACTRESS IN A SUPPORTING ROLE,Amy Adams,Doubt,False,14359.0
3944,2008,2009,66,ACTOR IN A SUPPORTING ROLE,Heath Ledger,"Dark Knight, The",True,155.0
3945,2008,2009,66,ACTOR IN A SUPPORTING ROLE,Tom Cruise,Tropic Thunder,False,7446.0
3946,2008,2009,66,ACTOR IN A SUPPORTING ROLE,Robert Downey Jr.,Tropic Thunder,False,7446.0
3947,2008,2009,66,ACTOR IN A SUPPORTING ROLE,Ralph Fiennes,"Duchess, The",False,12783.0
3948,2008,2009,66,ACTOR IN A SUPPORTING ROLE,Philip Seymour Hoffman,Doubt,False,14359.0
3949,2008,2009,66,DIRECTING,Danny Boyle,Slumdog Millionaire,True,12405.0
3950,2008,2009,66,DIRECTING,Stephen Daldry,"Reader, The",False,8055.0
3951,2008,2009,66,DIRECTING,David Fincher,The Curious Case of Benjamin Button,False,4922.0
3952,2008,2009,66,DIRECTING,Ron Howard,Frost/Nixon,False,11499.0
3953,2008,2009,66,DIRECTING,Sam Mendes,Revolutionary Road,False,4148.0
3954,2008,2009,66,BEST SCREENPLAY,Simon Beaufoy,Slumdog Millionaire,True,12405.0
3955,2008,2009,66,BEST SCREENPLAY,Eric Roth,The Curious Case of Benjamin Button,False,4922.0
3956,2008,2009,66,BEST SCREENPLAY,John Patrick Shanley,Doubt,False,14359.0
3957,2008,2009,66,BEST SCREENPLAY,David Hare,"Reader, The",False,8055.0
3958,2008,2009,66,BEST SCREENPLAY,Peter Morgan,Frost/Nixon,False,11499.0
3959,2008,2009,66,BEST PICTURE (ANIMATED),Wall-E,Wall-E,True,211683.0
3960,2008,2009,66,BEST PICTURE (ANIMATED),Bolt,Bolt,False,13053.0
3961,2008,2009,66,BEST PICTURE (ANIMATED),Kung Fu Panda,Kung Fu Panda,False,9502.0
3962,2008,2009,66,FOREIGN,Waltz with Bashir,Waltz with Bashir,True,8885.0
3963,2008,2009,66,FOREIGN,The Baader Meinhof Complex,The Baader Meinhof Complex,False,6968.0
3964,2008,2009,66,FOREIGN,Everlasting Moments,Everlasting Moments,False,17077.0
3965,2008,2009,66,FOREIGN,Gomorrah,Gomorrah,False,8882.0
3966,2008,2009,66,FOREIGN,I've Loved You So Long,I've Loved You So Long,False,8276.0
3967,2008,2009,66,BEST SCORE,A. R. Rahman,Slumdog Millionaire,True,12405.0
3968,2008,2009,66,BEST SCORE,Alexandre Desplat,The Curious Case of Benjamin Button,False,4922.0
3969,2008,2009,66,BEST SCORE,Clint Eastwood,Changeling,False,3580.0
3970,2008,2009,66,BEST SCORE,James Newton Howard,Defiance,False,13813.0
3971,2008,2009,66,BEST SCORE,Hans Zimmer,Frost/Nixon,False,11499.0
3972,2008,2009,66,BEST SONG,"The Wrestler, Bruce Springsteen",The Wrestler,True,12163.0
3973,2008,2009,66,BEST SONG,"Gran Torino, Clint Eastwood, Jamie Cullum, Kyle Eastwood, Michael Stevens",Gran Torino,False,13223.0
3974,2008,2009,66,BEST SONG,"""I Thought I Lost You"", Miley Cyrus, Jeffrey Steele",Bolt,False,13053.0
3975,2008,2009,66,BEST SONG,"""Once In A Lifetime"", Beyoncé, Scott McFarnon, Ian Dench, James Dring, Jody Street, Amanda Ghost",Cadillac Records,False,14299.0
3976,2008,2009,66,BEST SONG,"""Down To Earth"", Peter Gabriel, Thomas Newman",Wall-E,False,211683.0
3977,2008,2009,66,SPECIAL AWARD,Steven Spielberg,,False,
3978,2009,2010,67,BEST PICTURE (DRAMA),Avatar,Avatar,True,19995.0
3979,2009,2010,67,BEST PICTURE (DRAMA),"Hurt Locker, The","Hurt Locker, The",False,12162.0
3980,2009,2010,67,BEST PICTURE (DRAMA),Inglourious Basterds,Inglourious Basterds,False,16869.0
3981,2009,2010,67,BEST PICTURE (DRAMA),Precious: Based On The Novel Push By Sapphire,Precious: Based On The Novel Push By Sapphire,False,25793.0
3982,2009,2010,67,BEST PICTURE (DRAMA),Up In The Air,Up In The Air,False,22947.0
3983,2009,2010,67,BEST PICTURE (COM),"Hangover, The","Hangover, The",True,18785.0
3984,2009,2010,67,BEST PICTURE (COM),(500) Days of Summer,(500) Days of Summer,False,19913.0
3985,2009,2010,67,BEST PICTURE (COM),It's Complicated,It's Complicated,False,22897.0
3986,2009,2010,67,BEST PICTURE (COM),Julie & Julia,Julie & Julia,False,24803.0
3987,2009,2010,67,BEST PICTURE (COM),Nine,Nine,False,10197.0
3988,2009,2010,67,ACTRESS (DRAMA),Sandra Bullock,"Blind Side, The",True,22881.0
3989,2009,2010,67,ACTRESS (DRAMA),Emily Blunt,"Young Victoria, The",False,18320.0
3990,2009,2010,67,ACTRESS (DRAMA),Helen Mirren,"Last Station, The",False,36811.0
3991,2009,2010,67,ACTRESS (DRAMA),Carey Mulligan,"Education, An",False,24684.0
3992,2009,2010,67,ACTRESS (DRAMA),Gabourey Sidibe,Precious: Based On The Novel Push By Sapphire,False,25793.0
3993,2009,2010,67,ACTOR (DRAMA),Jeff Bridges,Crazy Heart,True,25196.0
3994,2009,2010,67,ACTOR (DRAMA),George Clooney,Up In The Air,False,22947.0
3995,2009,2010,67,ACTOR (DRAMA),Colin Firth,A Single Man,False,34653.0
3996,2009,2010,67,ACTOR (DRAMA),Morgan Freeman,Invictus,False,22954.0
3997,2009,2010,67,ACTOR (DRAMA),Tobey Maguire,Brothers,False,7445.0
3998,2009,2010,67,ACTRESS (COM),Meryl Streep,Julie & Julia,True,24803.0
3999,2009,2010,67,ACTRESS (COM),Sandra Bullock,"Proposal, The",False,18240.0
4000,2009,2010,67,ACTRESS (COM),Marion Cotillard,Nine,False,10197.0
4001,2009,2010,67,ACTRESS (COM),Julia Roberts,Duplicity,False,16558.0
4002,2009,2010,67,ACTRESS (COM),Meryl Streep,It's Complicated,False,22897.0
4003,2009,2010,67,ACTOR (COM),Robert Downey Jr.,Sherlock Holmes,True,10528.0
4004,2009,2010,67,ACTOR (COM),Matt Damon,The Informant!,False,11323.0
4005,2009,2010,67,ACTOR (COM),Daniel Day-Lewis,Nine,False,10197.0
4006,2009,2010,67,ACTOR (COM),Joseph Gordon-Levitt,(500) Days of Summer,False,19913.0
4007,2009,2010,67,ACTOR (COM),Michael Stuhlbarg,"Serious Man, A",False,12573.0
4008,2009,2010,67,ACTRESS IN A SUPPORTING ROLE,Mo'Nique,Precious: Based On The Novel Push By Sapphire,True,25793.0
4009,2009,2010,67,ACTRESS IN A SUPPORTING ROLE,Vera Farmiga,Up In The Air,False,22947.0
4010,2009,2010,67,ACTRESS IN A SUPPORTING ROLE,Anna Kendrick,Up In The Air,False,22947.0
4011,2009,2010,67,ACTRESS IN A SUPPORTING ROLE,Julianne Moore,A Single Man,False,34653.0
4012,2009,2010,67,ACTRESS IN A SUPPORTING ROLE,Penélope Cruz,Nine,False,10197.0
4013,2009,2010,67,ACTOR IN A SUPPORTING ROLE,Christoph Waltz,Inglourious Basterds,True,16869.0
4014,2009,2010,67,ACTOR IN A SUPPORTING ROLE,Matt Damon,Invictus,False,22954.0
4015,2009,2010,67,ACTOR IN A SUPPORTING ROLE,Woody Harrelson,"Messenger, The",False,28089.0
4016,2009,2010,67,ACTOR IN A SUPPORTING ROLE,Christopher Plummer,"Last Station, The",False,36811.0
4017,2009,2010,67,ACTOR IN A SUPPORTING ROLE,Stanley Tucci,"Lovely Bones, The",False,7980.0
4018,2009,2010,67,DIRECTING,James Cameron,Avatar,True,19995.0
4019,2009,2010,67,DIRECTING,Kathryn Bigelow,"Hurt Locker, The",False,12162.0
4020,2009,2010,67,DIRECTING,Jason Reitman,Up In The Air,False,22947.0
4021,2009,2010,67,DIRECTING,Quentin Tarantino,Inglourious Basterds,False,16869.0
4022,2009,2010,67,DIRECTING,Clint Eastwood,Invictus,False,22954.0
4023,2009,2010,67,BEST SCREENPLAY,"Jason Reitman, Sheldon Turner",Up In The Air,True,22947.0
4024,2009,2010,67,BEST SCREENPLAY,"Neill Blomkamp, Terri Tatchell",District 9,False,17654.0
4025,2009,2010,67,BEST SCREENPLAY,Mark Boal,"Hurt Locker, The",False,12162.0
4026,2009,2010,67,BEST SCREENPLAY,Nancy Meyers,It's Complicated,False,22897.0
4027,2009,2010,67,BEST SCREENPLAY,Quentin Tarantino,Inglourious Basterds,False,16869.0
4028,2009,2010,67,BEST PICTURE (ANIMATED),Up,Up,True,14160.0
4029,2009,2010,67,BEST PICTURE (ANIMATED),Coraline,Coraline,False,14836.0
4030,2009,2010,67,BEST PICTURE (ANIMATED),Fantastic Mr. Fox,Fantastic Mr. Fox,False,10315.0
4031,2009,2010,67,BEST PICTURE (ANIMATED),"Princess And The Frog, The","Princess And The Frog, The",False,10198.0
4032,2009,2010,67,BEST PICTURE (ANIMATED),Cloudy With A Chance Of Meatballs,Cloudy With A Chance Of Meatballs,False,22794.0
4033,2009,2010,67,FOREIGN,The White Ribbon (Das Weisse Band - Eine Deutsche Kindergeschichte),The White Ribbon (Das Weisse Band - Eine Deutsche Kindergeschichte),True,37903.0
4034,2009,2010,67,FOREIGN,Baarìa,Baarìa,False,25846.0
4035,2009,2010,67,FOREIGN,Broken Embraces,Broken Embraces,False,8088.0
4036,2009,2010,67,FOREIGN,The Maid (La Nana),The Maid (La Nana),False,27567.0
4037,2009,2010,67,FOREIGN,A Prophet (Un Prophete),A Prophet (Un Prophete),False,21575.0
4038,2009,2010,67,BEST SCORE,Michael Giacchino,Up,True,14160.0
4039,2009,2010,67,BEST SCORE,Marvin Hamlisch,The Informant!,False,11323.0
4040,2009,2010,67,BEST SCORE,James Horner,Avatar,False,19995.0
4041,2009,2010,67,BEST SCORE,Abel Korzeniowski,A Single Man,False,34653.0
4042,2009,2010,67,BEST SCORE,"Karen O, Carter Burwell",Where The Wild Things Are,False,16523.0
4043,2009,2010,67,BEST SONG,"""The Weary Kind (Theme From Crazy Heart)"", T Bone Burnett, Ryan Bingham",Crazy Heart,True,25196.0
4044,2009,2010,67,BEST SONG,"""Winter"", U2",Brothers,False,7445.0
4045,2009,2010,67,BEST SONG,"""Cinema Italiano"", Maury Yeston",Nine,False,10197.0
4046,2009,2010,67,BEST SONG,"""(I Want To) Come Home"", Paul McCartney",Everybody's Fine,False,26171.0
4047,2009,2010,67,BEST SONG,"I See You, James Horner, Simon Franglen, Kuk Harrell",Avatar,False,19995.0
4048,2009,2010,67,SPECIAL AWARD,Martin Scorsese,,False,
4049,2010,2011,68,BEST PICTURE (DRAMA),The Social Network,The Social Network,True,37799.0
4050,2010,2011,68,BEST PICTURE (DRAMA),Black Swan,Black Swan,False,44214.0
4051,2010,2011,68,BEST PICTURE (DRAMA),"Fighter, The","Fighter, The",False,45317.0
4052,2010,2011,68,BEST PICTURE (DRAMA),Inception,Inception,False,27205.0
4053,2010,2011,68,BEST PICTURE (DRAMA),The King's Speech,The King's Speech,False,45269.0
4054,2010,2011,68,BEST PICTURE (COM),"Kids Are All Right, The","Kids Are All Right, The",True,39781.0
4055,2010,2011,68,BEST PICTURE (COM),Alice in Wonderland,Alice in Wonderland,False,12155.0
4056,2010,2011,68,BEST PICTURE (COM),Burlesque,Burlesque,False,42297.0
4057,2010,2011,68,BEST PICTURE (COM),Red,Red,False,39514.0
4058,2010,2011,68,BEST PICTURE (COM),"Tourist, The","Tourist, The",False,37710.0
4059,2010,2011,68,ACTRESS (DRAMA),Natalie Portman,Black Swan,True,44214.0
4060,2010,2011,68,ACTRESS (DRAMA),Halle Berry,Frankie and Alice,False,55061.0
4061,2010,2011,68,ACTRESS (DRAMA),Nicole Kidman,Rabbit Hole,False,27585.0
4062,2010,2011,68,ACTRESS (DRAMA),Jennifer Lawrence,Winter's Bone,False,39013.0
4063,2010,2011,68,ACTRESS (DRAMA),Michelle Williams,Blue Valentine,False,46705.0
4064,2010,2011,68,ACTOR (DRAMA),Colin Firth,The King's Speech,True,45269.0
4065,2010,2011,68,ACTOR (DRAMA),Ryan Gosling,Blue Valentine,False,46705.0
4066,2010,2011,68,ACTOR (DRAMA),Mark Wahlberg,"Fighter, The",False,45317.0
4067,2010,2011,68,ACTOR (DRAMA),Jesse Eisenberg,The Social Network,False,37799.0
4068,2010,2011,68,ACTOR (DRAMA),James Franco,127 Hours,False,44115.0
4069,2010,2011,68,ACTRESS (COM),Annette Bening,"Kids Are All Right, The",True,39781.0
4070,2010,2011,68,ACTRESS (COM),Anne Hathaway,Love & Other Drugs,False,43347.0
4071,2010,2011,68,ACTRESS (COM),Angelina Jolie,"Tourist, The",False,37710.0
4072,2010,2011,68,ACTRESS (COM),Julianne Moore,"Kids Are All Right, The",False,39781.0
4073,2010,2011,68,ACTRESS (COM),Emma Stone,Easy A,False,37735.0
4074,2010,2011,68,ACTOR (COM),Paul Giamatti,Barney's Version,True,46829.0
4075,2010,2011,68,ACTOR (COM),Johnny Depp,Alice in Wonderland,False,12155.0
4076,2010,2011,68,ACTOR (COM),Johnny Depp,"Tourist, The",False,37710.0
4077,2010,2011,68,ACTOR (COM),Jake Gyllenhaal,Love & Other Drugs,False,43347.0
4078,2010,2011,68,ACTOR (COM),Kevin Spacey,Casino Jack,False,45324.0
4079,2010,2011,68,ACTRESS IN A SUPPORTING ROLE,Melissa Leo,"Fighter, The",True,45317.0
4080,2010,2011,68,ACTRESS IN A SUPPORTING ROLE,Helena Bonham Carter,The King's Speech,False,45269.0
4081,2010,2011,68,ACTRESS IN A SUPPORTING ROLE,Mila Kunis,Black Swan,False,44214.0
4082,2010,2011,68,ACTRESS IN A SUPPORTING ROLE,Jacki Weaver,Animal Kingdom,False,44629.0
4083,2010,2011,68,ACTRESS IN A SUPPORTING ROLE,Amy Adams,"Fighter, The",False,45317.0
4084,2010,2011,68,ACTOR IN A SUPPORTING ROLE,Christian Bale,"Fighter, The",True,45317.0
4085,2010,2011,68,ACTOR IN A SUPPORTING ROLE,Michael Douglas,Wall Street: Money Never Sleeps,False,33909.0
4086,2010,2011,68,ACTOR IN A SUPPORTING ROLE,Andrew Garfield,The Social Network,False,37799.0
4087,2010,2011,68,ACTOR IN A SUPPORTING ROLE,Jeremy Renner,"Town, The",False,23168.0
4088,2010,2011,68,ACTOR IN A SUPPORTING ROLE,Geoffrey Rush,The King's Speech,False,45269.0
4089,2010,2011,68,DIRECTING,David Fincher,The Social Network,True,37799.0
4090,2010,2011,68,DIRECTING,Darren Aronofsky,Black Swan,False,44214.0
4091,2010,2011,68,DIRECTING,Tom Hooper,The King's Speech,False,45269.0
4092,2010,2011,68,DIRECTING,Christopher Nolan,Inception,False,27205.0
4093,2010,2011,68,DIRECTING,David O. Russell,"Fighter, The",False,45317.0
4094,2010,2011,68,BEST SCREENPLAY,Aaron Sorkin,The Social Network,True,37799.0
4095,2010,2011,68,BEST SCREENPLAY,"Danny Boyle, Simon Beaufoy",127 Hours,False,44115.0
4096,2010,2011,68,BEST SCREENPLAY,"Lisa Cholodenko, Stuart Blumberg","Kids Are All Right, The",False,39781.0
4097,2010,2011,68,BEST SCREENPLAY,Christopher Nolan,Inception,False,27205.0
4098,2010,2011,68,BEST SCREENPLAY,David Seidler,The King's Speech,False,45269.0
4099,2010,2011,68,BEST PICTURE (ANIMATED),Toy Story 3,Toy Story 3,True,10193.0
4100,2010,2011,68,BEST PICTURE (ANIMATED),How To Train Your Dragon,How To Train Your Dragon,False,10191.0
4101,2010,2011,68,BEST PICTURE (ANIMATED),"Illusionist, The","Illusionist, The",False,41201.0
4102,2010,2011,68,BEST PICTURE (ANIMATED),Tangled,Tangled,False,38757.0
4103,2010,2011,68,BEST PICTURE (ANIMATED),Despicable Me,Despicable Me,False,20352.0
4104,2010,2011,68,FOREIGN,In A Better World,In A Better World,True,44716.0
4105,2010,2011,68,FOREIGN,Biutiful,Biutiful,False,45958.0
4106,2010,2011,68,FOREIGN,The Concert,The Concert,False,63335.0
4107,2010,2011,68,FOREIGN,The Edge,The Edge,False,47557.0
4108,2010,2011,68,FOREIGN,I Am Love,I Am Love,False,41110.0
4109,2010,2011,68,BEST SCORE,"Trent Reznor, Atticus Ross",The Social Network,True,37799.0
4110,2010,2011,68,BEST SCORE,Alexandre Desplat,The King's Speech,False,45269.0
4111,2010,2011,68,BEST SCORE,Danny Elfman,Alice in Wonderland,False,12155.0
4112,2010,2011,68,BEST SCORE,A. R. Rahman,127 Hours,False,44115.0
4113,2010,2011,68,BEST SCORE,Hans Zimmer,Inception,False,27205.0
4114,2010,2011,68,BEST SONG,"""You Haven't Seen The Last of Me"", Diane Warren",Burlesque,True,42297.0
4115,2010,2011,68,BEST SONG,"""Coming Home"", Bob DiPiero, Tom Douglas, Hillary Lindsey, Troy Verges",Country Strong,False,45272.0
4116,2010,2011,68,BEST SONG,"I See The Light, Alan Menken, Glenn Slater",Tangled,False,38757.0
4117,2010,2011,68,BEST SONG,"""There's A Place For Us"", Carrie Underwood, David Hodges, Hillary Lindsey",The Chronicles of Narnia: The Voyage of The Dawn Treader,False,10140.0
4118,2010,2011,68,BEST SONG,"""Bound To You"", Sia, Christina Aguilera, Samuel Dixon",Burlesque,False,42297.0
4119,2010,2011,68,SPECIAL AWARD,Robert De Niro,,False,
4120,2011,2012,69,BEST PICTURE (DRAMA),"Descendants, The","Descendants, The",True,65057.0
4121,2011,2012,69,BEST PICTURE (DRAMA),Moneyball,Moneyball,False,60308.0
4122,2011,2012,69,BEST PICTURE (DRAMA),War Horse,War Horse,False,57212.0
4123,2011,2012,69,BEST PICTURE (DRAMA),The Help,The Help,False,50014.0
4124,2011,2012,69,BEST PICTURE (DRAMA),Hugo,Hugo,False,44826.0
4125,2011,2012,69,BEST PICTURE (DRAMA),"Ides of March, The","Ides of March, The",False,10316.0
4126,2011,2012,69,BEST PICTURE (COM),The Artist,The Artist,True,74643.0
4127,2011,2012,69,BEST PICTURE (COM),50/50,50/50,False,40807.0
4128,2011,2012,69,BEST PICTURE (COM),Bridesmaids,Bridesmaids,False,55721.0
4129,2011,2012,69,BEST PICTURE (COM),Midnight In Paris,Midnight In Paris,False,59436.0
4130,2011,2012,69,BEST PICTURE (COM),My Week With Marilyn,My Week With Marilyn,False,75900.0
4131,2011,2012,69,ACTRESS (DRAMA),Meryl Streep,"Iron Lady, The",True,71688.0
4132,2011,2012,69,ACTRESS (DRAMA),Glenn Close,Albert Nobbs,False,73873.0
4133,2011,2012,69,ACTRESS (DRAMA),Viola Davis,The Help,False,50014.0
4134,2011,2012,69,ACTRESS (DRAMA),Rooney Mara,The Girl With The Dragon Tattoo,False,65754.0
